sentences,review_ids,type,product_id
Looks durable but the sound quality is not as powerful as I thought.,R2B0ZYEJ2LFHFO,benchmark,B0000AQRSR
I tried to replace the microphone of my karaoke machine with this.,R2B0ZYEJ2LFHFO,benchmark,B0000AQRSR
The action on this keyboard is definitely not true piano action.,RE3PDI9HOH5OD,positives,B0002H0GF0
Good midi keyboard overall especially for the price.,R15O48R3ZZSU0N,positives,B0002H0GF0
good,R2N5BRT6ZAHI7O,positives,B0002H0GF0
"I bougth this M-Audio for my son, who is musicians, And he loves it, because hi gets That he needs making songs.",R2KFF3NEWMOZ9O,positives,B0002H0GF0
Its cheap and it works.  ,R2JCHW4GLEE9NT,positives,B0002H0GF0
I use this keyboard with GarageBand for which it is well suited.  ,RS5CAGLV5BNJI,positives,B0002H0GF0
"you are looking for a keyboard that feels like a real piano, this is not a good option.<br />The semi-weighted keys are closer to the standard (not weighted) keys than a weighted keyboard.",RR8PRL7LR8E1X,positives,B0002H0GF0
I just wished that the usb cord was a bit longer.,R2BI8TZ6R3FLUD,positives,B0002H0GF0
"Now that I've moved away, I switched to a portable keyboard (Korg microKey) which I also highly recommend.",R3L7VHBB3WQTYO,positives,B0002H0GF0
"Not weighted keys, but a great controller at a fair price.",R77AR6CJOOC6Q,positives,B0002H0GF0
"Mine came with a problem with the pitch bend, once you move it",R2JCNMCIMDNCV,negatives,B0002H0GF0
This is junk and since we fiddled with it,R8U077505B03O,negatives,B0002H0GF0
If you are looking for a keyboard with a semi-piano feel this isn't it either.<br /><br />Sounds and feels only as good as your entire set up.,RU81IME8E5L3C,negatives,B0002H0GF0
"/>The keyboard came with no powercord, and the sound can only be heard via computer with use of the USB cord.",R1SYERSHEQTIVG,negatives,B0002H0GF0
so i can record with a friend as a simple garage band recording session.,R66JNG3J13WIY,negatives,B0002H0GF0
I basically have a large paperweight.,R315HMTSY3JW6A,negatives,B0002H0GF0
"The instructions have a big sticker on them, stating that this keyboard is made of materials known to cause cancer and/or birth defects (including lead) and to \\""wash your hands after handling\\"".  ",R3GYHAWYVH3HSO,negatives,B0002H0GF0
Actually there is very little customer support to be found anywhere these days where the bottom line (profit) is a new form of worship.,R13ZJTMH296AF6,negatives,B0002H0GF0
The keys are springy and you have to apply a fair amount of pressure to hold a note.,R3GYHAWYVH3HSO,negatives,B0002H0GF0
I like that I can use garage band to easily alter the pitch of the keyboard.  ,RN665O7LZ5OBY,benchmark,B0002H0GF0
"It has what it needs, which is high quality workmanship, such as the &#34;feel&#34; of the keys when played, and advanced function, such as velocity control and after touch.",R2O52QWHFX92FU,benchmark,B0002H0GF0
"This keyboard had a great feel to it, once you get used to the slight springyness of the keys (as compared to a piano).",R22I8L30SRG4KL,benchmark,B0002H0GF0
I had been controlling my MIDI instruments with an Alesis QS8.  ,R3CJA4S2IT9AL2,benchmark,B0002H0GF0
The only thing I wish this keyboard had was a headphone jack so that I could use it without being connected to the computer.  ,R19GRBL2OPY10O,benchmark,B0002H0GF0
"As most reviews mention, these do not have sounds or speakers built in, they are ONLY MIDI controllers.",R1YYFKU5OBMGBU,benchmark,B0002H0GF0
Works great with applications like Garage Band and Sibelius.  ,RHTD79PPMSF51,benchmark,B0002H0GF0
"Plug it into your computer, download some free or relatively inexpensive keyboard (piano, organ, harpsicord, synthesizer, celeste, vibraphone, etc, etc)sounds and just play.  ",R2JCHW4GLEE9NT,benchmark,B0002H0GF0
"4 out of 5 because the usb pins on the keystation are pretty sensitive, and are easily damaged.",RPLPEX287XW6I,benchmark,B0002H0GF0
The 61 key model fits easily into desk spaces and is a great way to transport your music.,R2HM2C8A410Y6J,benchmark,B0002H0GF0
My daughter didn't realize this keyboard connects directly to a laptop,R2GTQQQIIANY52,benchmark,B0002H0GF0
Bought the M-Audio Keystation 61ES to upgrade my Hauptwerk virual organ to a three manual setup.,R243KCOX97SC57,benchmark,B0002H0GF0
"My son who is very, very good with all things electronic still has not gotten it to make the first sound.",R1SGZDBDCTU7ZO,benchmark,B0002H0GF0
The included USB driver would not work on my Windows XP PC.,RVCOVQ0ZXB3CN,benchmark,B0002H0GF0
The feel is nothing like a real piano.  ,R3GYHAWYVH3HSO,benchmark,B0002H0GF0
Checked the website and cannot get support without registration.  ,R315HMTSY3JW6A,benchmark,B0002H0GF0
61-Key USB/MIDI Controller Keyboard.,RGD507UKE7B0,benchmark,B0002H0GF0
"The instructions have a big sticker on them, stating that this keyboard is made of materials known to cause cancer and/or birth defects (including lead) and to \\""wash your hands after handling\\"".  ",R3GYHAWYVH3HSO,benchmark,B0002H0GF0
"The first time, one of the key-depressing mechanisms was broken causing that key to click loudly every time you played it.",R2V9S7STLQDO3S,benchmark,B0002H0GF0
I'm trying to learn the lap dulcimer trying to find something that works better than what I was using at the time.,R2SQR2YT2XTTFL,positives,B000WGJ71U
I would recommend using the Sony Electret flat microphone.  ,R2BGACKFE5X48K,positives,B000WGJ71U
Purchase this to go with the TM50BK tuner.,R3MNA1TCNEPZ0Z,positives,B000WGJ71U
I use it with a Korg tuner.,R1HAGLUSDGB3BL,positives,B000WGJ71U
"I'm very pleased with this \\""fix\\"" to my Korg tuner.",R12Q6CVSEODZIA,positives,B000WGJ71U
"This is sold as a separate companion accessory for the Korg OT-120 Orchestral Tuner, though I imagine it would work with most electronic tuners that have a 1/4&#34; phone mic input.<br /><br />For my application it works great.  ",R2GIHCMEJHN9U3,positives,B000WGJ71U
vital for Korg TM-40 if you are tuning an instrument,RUWII333315W1,positives,B000WGJ71U
"It really is a great product, especially for such a cheap price.",R1FRSQSW4IR2RY,positives,B000WGJ71U
"short, this mic is a superb product and it is only 10 dollars!",R1BL1QMIF1HW6K,positives,B000WGJ71U
"In fact, I have stopped using it because the internal mic seems to work fine for my purposes (piano tuning).  ",R12CW8SJ13HCZS,negatives,B000WGJ71U
"The name \\""Korg\\"" is nowhere on the product or the packaging (except the sticker BrookMays put on it.)",RK0I6840UJWCA,negatives,B000WGJ71U
The instructions regarding advised areas of placement are very scanty.,R12CW8SJ13HCZS,negatives,B000WGJ71U
"but since we never received it, i'd just say Amazon likes to take money but not provide goods.",R3GEQ6NUH2Z51H,negatives,B000WGJ71U
Maybe because it is coupled with the low powered Rolls amp in my application.,R1WFU3H96XEKV7,negatives,B000WGJ71U
"I have not tried it with anything but my Korg GA-40 tuner, but I'm betting that any tuner with a 1/4\\"" port for electric guitars should work with this.",R3DC7VF03NFM1L,benchmark,B000WGJ71U
"Good supplier, arrive on time and works great.  ",R39S3HMBH9M0SY,benchmark,B000WGJ71U
I Love my new Korg Clip On Microphone for Tuners!   ,R15J8FSEX2AE3S,benchmark,B000WGJ71U
I owns a lot of Korg stuff (like Korg mini Kaoss Pad2) which is useful fro music creations.<br />I,R2OBTXLTJJWS50,benchmark,B000WGJ71U
This is an excellent tuner extension for you chromatic tuner.,R13JMFY10W8A2R,benchmark,B000WGJ71U
This is a great replacement and has been in daily use since I purchased it.,R1G62T8EPC003L,benchmark,B000WGJ71U
You have accurate tuning for your own instrument without having to worry about picking up any background noise!,ROWH2HJ4LP2O6,benchmark,B000WGJ71U
"that was cheaper than the mic, and it's very much worth it.",R1KMKUVUEZMIOZ,benchmark,B000WGJ71U
"I have used it with a Guitar, a Ukulele and even with my daughters toy accordion.",RD56GJO8MM550,benchmark,B000WGJ71U
I bought it with a Korg tuner to use for pianos.  ,R1FKIYJ04F8GSV,benchmark,B000WGJ71U
"The name \\""Korg\\"" is nowhere on the product or the packaging (except the sticker BrookMays put on it.)",RK0I6840UJWCA,benchmark,B000WGJ71U
I use it on my acoustic Yamaha U1 upright piano and it works ok.,R2WP1BQA2KAYRU,benchmark,B000WGJ71U
use a clip on tuner now.,R1QSAS5UIODMC3,benchmark,B000WGJ71U
"When it works, it seems to do a good job, but I have a hard time getting it to pick up sound at times.  ",R12CW8SJ13HCZS,benchmark,B000WGJ71U
I purchasd this wiress microphone list year and i lost them in the flood.,R1E57FILTI9WNS,positives,B000BJMHVA
and it works great at about 300 ft,R2UK976EF81N7E,positives,B000BJMHVA
"The Micro phone does a good job but not excellent, you pay what you get.",R47SE4YSTZPBT,positives,B000BJMHVA
These Mic are great quality for the price.,RM0JAR2JONCW8,positives,B000BJMHVA
I use with our block rocker and they sound great!  ,R2MMSJDVMBRXYD,positives,B000BJMHVA
i'll recommend this to every dj who use wireless micrphone and its has great a price.,R1UAEMCMDAOV91,positives,B000BJMHVA
Just used this set of wireless mics for a wedding!,R75EF39PFMP15,positives,B000BJMHVA
"As for the Price, you can't beat it.",R1S8BXP6OQT7CV,positives,B000BJMHVA
"Good range, good sound, simple to use and connect.",R1777E06P5USO1,positives,B000BJMHVA
and I wanted him to get wireless mics.,R1S8BXP6OQT7CV,positives,B000BJMHVA
Trying to return it has become a part time job.,R3IV43MK7GHW9K,negatives,B000BJMHVA
Great range but one mic went bad within just a few uses.  ,RGAGFSPS5ORFK,negatives,B000BJMHVA
"my primary complaints are that it feels and looks and maybe cheap, and the microphone is too bulky.",R2G7PPMANZQAJU,negatives,B000BJMHVA
"It works, however the volume is extremely low - granted, I may need to play with how they are connected to the amp.",R31ETBP9SRM8DO,negatives,B000BJMHVA
They do the job.,R2JPD01UDZK71O,negatives,B000BJMHVA
Amazon.com however has a very buyer friendly return policy.  ,R2A0SLN9XO2K2W,negatives,B000BJMHVA
Tried to email Hisonic a few times for a replacement but their inbox is always full.,R3353AUIJV06N4,negatives,B000BJMHVA
"but if you keep these mics in the charger when there not in use, you can use them all night long...  ",R37PLJE4EINREA,benchmark,B000BJMHVA
"It may be premature to rate the product but so far, the unit has great range and has given me reliable use with reasonable sound quality for the price.",R2VOTT0GKBA866,benchmark,B000BJMHVA
Very nice and easy to use.  ,R278RWTL7H9P33,benchmark,B000BJMHVA
"If you keep the relative low price in perspective, these are really good wireless mics.",R13FN9F0S64B1T,benchmark,B000BJMHVA
The batteries work good so far...,RRCG0Z2VZ3J6F,benchmark,B000BJMHVA
and I wanted him to get wireless mics.,R1S8BXP6OQT7CV,benchmark,B000BJMHVA
Good product for a good price.,R255GKV4DLLQ9A,benchmark,B000BJMHVA
"they seem to be sensitive and pick up the sound of being handled (ie: picked up, put down, being placed in a mic clip)  But holding them or moving from one hand to the other doesn't present any problems.  ",R37PLJE4EINREA,benchmark,B000BJMHVA
it takes away from the build quality.,RSI9RZFHWNBKD,benchmark,B000BJMHVA
This Hisonic HS-8286 wireless microphone system is a superb product with a reasonable price.  ,R3IXCLMQ8H1IQV,benchmark,B000BJMHVA
and I got a few hours of good sound,R3IV43MK7GHW9K,benchmark,B000BJMHVA
I am happy overall however I periodically get static when both microphones are in use or sometime even with just using 1 microphone.,R2CTZ7QDEN9O82,benchmark,B000BJMHVA
"The sound is a bit hollow, fortunately I also recently got a mixer with an effects generator, it's taking some work, but I'm starting to be able to compensate for the very dry, hollow sound of these mics.",R9XUFE9SUJEX4,benchmark,B000BJMHVA
Poor sound quality and range.,R2ZZ2SBYWKZFSS,benchmark,B000BJMHVA
we have no use for them.,R11Y6G77YERDXC,benchmark,B000BJMHVA
HIGH QUALITY TUNING KIT.,RF17XX8NJNE5I,positives,B00HIRARLA
Been wanting to try my hand at tuning my piano...  ,R3TDEYB4ZPIB6U,positives,B00HIRARLA
The kit is fine...,R3KWTS4L3KXFA9,positives,B00HIRARLA
Just the mute wedges and handle works well enough most of the time.,R29IOA9O73AREF,positives,B00HIRARLA
Nice as in the photos.,R3SF2PL7TNLEFU,positives,B00HIRARLA
All the items contained seem to be very good quality.  ,R15LY5E6LQIPOG,positives,B00HIRARLA
"If you have time and patience, you too can tune a piano with this kit and a chromatic tuner.  ",RDFVK40NORAV8,positives,B00HIRARLA
Thanks for the guide book I downloaded.,R1SOIU4OF86D9G,positives,B00HIRARLA
I'm hopeful that I can tune my 100-yr old grand piano in a remote place that no tuner ever sees.,R2NS7LSUVLS1PA,positives,B00HIRARLA
this one offers everything you need at a fair price.,R3N4KKBRE7NYVA,positives,B00HIRARLA
The &#34;440&#34; tuning fork was 6 cents off.  ,R1MUBP1YOXSXSR,negatives,B00HIRARLA
"The tuning hammer is ok but doesn't fit as snuggly as it should, so take your time and be careful when seating it on the pins.",R3N0F643IYY9C1,negatives,B00HIRARLA
"Not as advertised, poor quality, the lever head is loose, and doesn't fit the standard piano pins well.",R2NNTA90SF2I90,negatives,B00HIRARLA
In the end you will save both your time and money and get a decent job to boot!,R2RCU3ZVFA5CER,negatives,B00HIRARLA
"I tested it against a Korg, a smartphone tuner app, and another 440 tuning fork.  ",R1MUBP1YOXSXSR,negatives,B00HIRARLA
"Great little tool kit, perfect for getting the piano",R1U4EOKDWG5KNF,benchmark,B00HIRARLA
It's hard to find a piano tuner in our town and this works perfect for him.,R1O9I6Z9BGCMAK,benchmark,B00HIRARLA
"My Bflat was terribly out of tune on my Steinway (model 1098, 1978 vintage) , and I was able to adjust all three strings back into tune with the help of a free iphone Pano tuner app.  ",RX25UKOES7RT0,benchmark,B00HIRARLA
"The tuning hammer is firm, the mutes seem standard and all other tools preformed adequately.",R5D4YG1D5FDVD,benchmark,B00HIRARLA
"If you have never tuned a piano, it is not a particularly hard task, but it is time consuming and takes a bit of a musical ear.  ",R3ICG1RU4EHY9U,benchmark,B00HIRARLA
Very high quality for the price.,RC8JNO7W0AYMR,benchmark,B00HIRARLA
Even if it said what I'll say here:  Also get the APTuner app on your IPhone (also available on line if you don't have an IPhone).  ,R3KWTS4L3KXFA9,benchmark,B00HIRARLA
This Kit has what you need to get the job done.,R5D4YG1D5FDVD,benchmark,B00HIRARLA
Great product and very fast delivery.,R9CRX03MJA6AU,benchmark,B00HIRARLA
American made piano.  ,R1CPQ9KIIELKEY,benchmark,B00HIRARLA
"I had the same problem with this kit that another reviewer did recently (see his video about the tip being \\""too loose\\"").",RXLI322QDFWCD,benchmark,B00HIRARLA
What was supposed to be a #2 tip was in fact so large that it just spun around on my standard #2 pins without gripping at all.,RXLI322QDFWCD,benchmark,B00HIRARLA
Not what I expected or hoped for in this kit.,R1CPQ9KIIELKEY,benchmark,B00HIRARLA
The tuning hammer that was delivered has a star tip that is too big for my middle of the century,R1CPQ9KIIELKEY,benchmark,B00HIRARLA
They're great strings but it takes forever to get them to settle down..,R26OECV5342S2B,positives,B0013PVWCQ
I have been using D'Addario strings on my Lotus Classical Guitar for nine years.,R3FM7833BCNVBO,positives,B0013PVWCQ
A good deal at this price.,RAOJ3NDN1KDSM,positives,B0013PVWCQ
"so my opinion on Classical Guitar Strings is not worth much, except in regard to D'Addario Steel strings and the quality of service!",R2QM8I4NOBYR19,positives,B0013PVWCQ
